speaker_id,form_id,grade,wav_path,asr_transcription,prompt,confidence_score,acoustic_score,lm_score,pitch,intensity,pause(sec),silence(sec),duration(sec)
623010301031_200,HS-1731,4.0,/share/corpus/LTTC2023/HS-1731_sliced/623010301031_200.wav,"The picture is probably taken on the street because there are people and bike and a street performer and stores and I think the box is for the street performance if you think that it's great and you put the money in the box. Yes, I have seen this activity before and I am always interested in the man  in the middle of the picture because sometimes their performance are great and it's different from the performers in the theater or every other places indoors and yes I think the activity is a kind of art because they use the different ways to perform the art it's not the  normal ways but he tries to use his ways to to prove what he thinks the artist is I look like there are many people on the street and many people there like to ride bicycle and","Where was this picture probably taken? What makes you think so? What is the box on the ground for? Have you ever seen this kind of activity before? Would you be interested in doing what the man in the middle of the picture is doing? Please explain. Do you think this activity is a kind of art? Please explain. If you still have time, please describe the picture in as much detail as you can.",0.8079,0.88027,1.93846,506.884,0.0435283688154626,0.0,0,89.69
623010301035_200,HS-1731,3.0,/share/corpus/LTTC2023/HS-1731_sliced/623010301035_200.wav,"I think this picture probably taken at a walking street because all the people in the picture is walking and even the bicycle, the bikers walk it. The box on the ground is the man want to ask for money and he use his performance to ask for money.  I have seen this kind of activity before. I was interested in... I think it is hard work the man in the middle of the picture is doing because you have to stay there all the time.  all day and you can't talk to anyone and it is very terrible and boring and I think but I think this activity is a kind of art it may it may be it can it's like everyone see you and","Where was this picture probably taken? What makes you think so? What is the box on the ground for? Have you ever seen this kind of activity before? Would you be interested in doing what the man in the middle of the picture is doing? Please explain. Do you think this activity is a kind of art? Please explain. If you still have time, please describe the picture in as much detail as you can.",0.8274,0.91026,2.02785,638.8348,0.0812243698243083,0.0,0,89.53
623010301039_200,HS-1731,4.0,/share/corpus/LTTC2023/HS-1731_sliced/623010301039_200.wav,"I think the man is behind the street, in a very busy street, and many passengers in the road. The man is a performer. He has become a soldier, dressed like a soldier, and entertain people. He didn't sit in a seat, but dressed like a soldier.  is sitting up to sit. And I think the bug seat is for his performer. It can help him perform what he want to do. And I have ever seen the licks kind of activity in Shimenting in Taipei. And I'm interested in doing people like licks because it's very hard and you can really  entertain the people very well. And of course it's the kind of art because it's a kind of performance and I think these people are very hard and hardworking and very tired when we work so I very respect them very well. So if I saw people like this","Where was this picture probably taken? What makes you think so? What is the box on the ground for? Have you ever seen this kind of activity before? Would you be interested in doing what the man in the middle of the picture is doing? Please explain. Do you think this activity is a kind of art? Please explain. If you still have time, please describe the picture in as much detail as you can.",0.7392,0.82615,2.18621,517.9543,0.0700236640387136,0.0,0,89.47
623010301040_200,HS-1731,4.0,/share/corpus/LTTC2023/HS-1731_sliced/623010301040_200.wav,"I think this picture may be taken in Europe, some street in Europe because I think this kind of street art is really popular in Europe and many people do this so I think this picture may be taken on a street in Europe and the box on the ground is a donate box so if you think the performance is really cool or you like really like the performance you can donate some money to him and I've seen  I would like to try it sometimes because I think this is really cool. I think this is a kind of art because any kind of performance is a kind of art. In this picture you can see this street performance.  street performance and then you can see like two people with a bicycle they may be like trying to go to somewhere and then you can see a lot of people like there is a kind of street market nearby and there are some beautiful architectures and there is a cosmetic store called Mac and","Where was this picture probably taken? What makes you think so? What is the box on the ground for? Have you ever seen this kind of activity before? Would you be interested in doing what the man in the middle of the picture is doing? Please explain. Do you think this activity is a kind of art? Please explain. If you still have time, please describe the picture in as much detail as you can.",0.7974,0.78447,1.71198,775.4636,0.0365666668774963,0.0,0,89.7
623010301041_200,HS-1731,4.5,/share/corpus/LTTC2023/HS-1731_sliced/623010301041_200.wav,"This picture was probably taken in the US or maybe somewhere in Europe. I think so because of the people in the picture, most of these people are white. And the signs on the streets are all in English. And the box on the ground, probably it's just for the person in gold in the middle of this picture to sit or stand on.  or maybe lift him up so people can see him easily. I have seen this kind of activity before and I won't be interested in doing what the man in the middle of the picture is doing because I think what they're doing is actually quite tiring. You have to sit there for a very long time and stay still. The good part is you can watch the people around you but I don't think it would be appealing for me to do it anyway.  Do I think this activity is a kind of art? I think art can be in many forms, but I think to be creative is a part of doing art. And I would consider that this is a kind of art since it comes in many different forms. But also I think it would be better and, well, it would be more appealing and more artistic","Where was this picture probably taken? What makes you think so? What is the box on the ground for? Have you ever seen this kind of activity before? Would you be interested in doing what the man in the middle of the picture is doing? Please explain. Do you think this activity is a kind of art? Please explain. If you still have time, please describe the picture in as much detail as you can.",0.8034,0.82301,1.89439,586.4805,0.0655287181313794,0.0,0,89.9
623010301043_200,HS-1731,4.5,/share/corpus/LTTC2023/HS-1731_sliced/623010301043_200.wav,"This picture is probably taken in business district in the city center because around this square there are a lot of stores selling products. And I think the box on the ground is for people to earn money, like for the artist to earn money and passerby can give the artist money if they think that the artist is  is very good. And I have seen this kind of activity before in Taiwan. And if I have the talent, I think I will be interested in doing what the man do with us in the middle of the picture. Because I think to spread love and happiness is one of the best thing in the world. So I would do that. And I think this activity is kind of art, certainly,  because you dress very well and you dress very specially for your profession and this is the arts. Yeah. And the man is very professional because it seems like he doesn't move at all and that's what he likes to do. He likes to be like a sculptor and that's for me that's one kind of arts. Yeah. And telling from","Where was this picture probably taken? What makes you think so? What is the box on the ground for? Have you ever seen this kind of activity before? Would you be interested in doing what the man in the middle of the picture is doing? Please explain. Do you think this activity is a kind of art? Please explain. If you still have time, please describe the picture in as much detail as you can.",0.7968,0.84007,1.95691,618.8481,0.0855994218518968,0.0,0,89.58
623010301047_200,HS-1731,4.0,/share/corpus/LTTC2023/HS-1731_sliced/623010301047_200.wav,"I think the picture is probably taken in England's road, street, because there are many western people in this picture. And the box on the ground is maybe is for money. The gold guy wants to earn money from the pedestrians.  I have seen this activity before I think he is performing a kind of special performance through his silence action and just sitting there, pretending like a statue It is kind of art, I think  dress all called and painted self called to is really it really looks uh... vivik brings a lot of fun to the to the people around there i think the men sitting over there is a little","Where was this picture probably taken? What makes you think so? What is the box on the ground for? Have you ever seen this kind of activity before? Would you be interested in doing what the man in the middle of the picture is doing? Please explain. Do you think this activity is a kind of art? Please explain. If you still have time, please describe the picture in as much detail as you can.",0.8096,0.88939,2.21714,646.117,0.0673471152101858,0.0,0,88.5
623010301052_200,HS-1731,3.0,/share/corpus/LTTC2023/HS-1731_sliced/623010301052_200.wav,"I can see the picture. There have a band, a real golden, golden to play a soldier. And in front of the soldier have the box, I think the ground for money. And on the street, I think there is a ceremony, some dating, some national,  some national holiday. Yes, I sometimes see the just a similar kind of activity before. I just interesting in the man in media of the picture is because I see the play the role and recall some people to remember some national holiday, national holiday  or self-reporting. So I think the activity is so great and so important for art because Play World just need somebody to think, to remember, to read, to write, to let everybody think the important holiday to make","Where was this picture probably taken? What makes you think so? What is the box on the ground for? Have you ever seen this kind of activity before? Would you be interested in doing what the man in the middle of the picture is doing? Please explain. Do you think this activity is a kind of art? Please explain. If you still have time, please describe the picture in as much detail as you can.",0.7944,0.84359,2.17801,701.1261,0.0814927272329276,0.0,0,89.85
623010301053_200,HS-1731,4.0,/share/corpus/LTTC2023/HS-1731_sliced/623010301053_200.wav,"The picture was taken on the street because there are stores around and people walking by and I got trees over there. It just looks like it's on a tree. And the box over there, I'm not sure, but maybe it's like they have like a chair under it. I don't know, but I've seen these kind of activity in the Shengyi trees most of the times and I think that's really cool, but I wouldn't be interested in doing these things because  It's just tiring and I think it's the kind of art because they're just cool and people wouldn't know how how did they do that and they're just so special of it and it's just beautiful the art of it because yeah, he's got all blonde and I'm not sure but okay, so I saw He's holding a gun and he's wearing some glasses the man over there and then I think he's like in in in  the air and he's not he's he only have like one one foot on the box and I'm not I don't I'm so curious about how the hell he did that but I'm not I don't know and there's there's a Mac store which sells cosmetic products and there's a person wearing a yellow jacket and he's like taking his bicycle coming over the street","Where was this picture probably taken? What makes you think so? What is the box on the ground for? Have you ever seen this kind of activity before? Would you be interested in doing what the man in the middle of the picture is doing? Please explain. Do you think this activity is a kind of art? Please explain. If you still have time, please describe the picture in as much detail as you can.",0.7853,0.81078,2.25171,630.2808,0.0673352944475404,0.0,0,89.04
623010301054_200,HS-1731,3.0,/share/corpus/LTTC2023/HS-1731_sliced/623010301054_200.wav,It's in a store street and there are many people walking there. And I saw a person is dressing up gold and have some talent. And he have some talent. Is that he can sit without chair. And he's  It looks like an army. I have seen this activity before at Taiwan. And the box on the ground is... You can throw some money inside to give them some tips. And I think this is a kind of art.  because some people can't do that and we can enjoy this activity. It makes us relax and feel interesting. In this picture you can see many foreigners walking around and they have some,"Where was this picture probably taken? What makes you think so? What is the box on the ground for? Have you ever seen this kind of activity before? Would you be interested in doing what the man in the middle of the picture is doing? Please explain. Do you think this activity is a kind of art? Please explain. If you still have time, please describe the picture in as much detail as you can.",0.8223,0.89927,2.18042,706.4753,0.0824244899428164,0.0,0,89.26
623010301057_200,HS-1731,3.0,/share/corpus/LTTC2023/HS-1731_sliced/623010301057_200.wav,This picture is taken in America because there are coconut water and some English. The box on the ground floor is a man who were in gold soldier  costume you can give him money if he if he you think he's he's great I have I have seen this kind of activity in Taiwan  I will be interested in doing... ...Huang Leng Man in the middle of the picture. Because it's really funny and... ...someone... because someone do this job and... ...it's very hard. But...,"Where was this picture probably taken? What makes you think so? What is the box on the ground for? Have you ever seen this kind of activity before? Would you be interested in doing what the man in the middle of the picture is doing? Please explain. Do you think this activity is a kind of art? Please explain. If you still have time, please describe the picture in as much detail as you can.",0.824,0.91494,2.32788,529.4676,0.043638889134551,0.0,0,88.95
623010301059_200,HS-1731,3.5,/share/corpus/LTTC2023/HS-1731_sliced/623010301059_200.wav,This picture is probably taken at the corner about a person who will perform if you put your corn in the box on the ground. I have seen this at shimunting many times. I'm not interested in it.  it in and so i don't i don't give them money and and i never stop to watch their performance this man painted it golden golden  laid a soldier there's a gun his hands and he's eating i can see the here so that's probably there's probably some something inexplainable,"Where was this picture probably taken? What makes you think so? What is the box on the ground for? Have you ever seen this kind of activity before? Would you be interested in doing what the man in the middle of the picture is doing? Please explain. Do you think this activity is a kind of art? Please explain. If you still have time, please describe the picture in as much detail as you can.",0.8075,0.90592,2.42858,672.3201,0.1049948723341983,0.0,0,89.72
623010301060_200,HS-1731,4.0,/share/corpus/LTTC2023/HS-1731_sliced/623010301060_200.wav,"The picture I think that is taken in foreign countries streets because inside the pictures there is for all many foreign people and There's lots of stores behind the man The box on the ground is for monies. Yeah, if someone likes the man the golden man's performance they will give him monies  I have seen this performance before on the Xing Yi racial courts. Yes, of course I am very interested in how did she do this? Because in normal men can do this kind of pose. Yes, this kind of performance.  is definitely an art because no one actually know how did she did it and she sells this kind of pose as art to win others money the man the golden man dressed like a soldier and she sit on cross his leg on his others and","Where was this picture probably taken? What makes you think so? What is the box on the ground for? Have you ever seen this kind of activity before? Would you be interested in doing what the man in the middle of the picture is doing? Please explain. Do you think this activity is a kind of art? Please explain. If you still have time, please describe the picture in as much detail as you can.",0.796,0.88147,2.24084,561.3181,0.1770007692993833,0.0,0,89.28
623010301062_200,HS-1731,4.0,/share/corpus/LTTC2023/HS-1731_sliced/623010301062_200.wav,"I'll say this picture might be taken Of course, it's not in Taiwan in a foreign country At first I thought that was in Europe, but then at second thought Maybe that's in a tropical place because I saw a vendor here and  It was written coconut water on it. I don't know. I see a lot of this in Thailand. So I'm not so sure about the place. And the box on the ground, I think, is for people to give the money to the performer. It looks like a street performer, like a street artist.  And yeah, I've seen this before in Taipei, you can see a lot of this kind of guy around Xingyi district. They do a lot of performance to attract people's attention and to try to let them get the money.","Where was this picture probably taken? What makes you think so? What is the box on the ground for? Have you ever seen this kind of activity before? Would you be interested in doing what the man in the middle of the picture is doing? Please explain. Do you think this activity is a kind of art? Please explain. If you still have time, please describe the picture in as much detail as you can.",0.7912,0.86487,2.25164,377.6676,0.0462208697329396,0.0,0,84.72
623010301063_200,HS-1731,4.5,/share/corpus/LTTC2023/HS-1731_sliced/623010301063_200.wav,"I believe this picture is taken in middle of a street in America. Why do I think it's America is because there's a sign, there's a shop sign behind the picture and it's written in English. So I believe this picture is taken in America. The box, the man is, the box, the golden box  box on the ground is inside the box there's a stick hidden inside it so that the man can sit on the stick and he won't fail. I have seen this activity before but I'm not interested in it because sitting on that stage requires a lot of patience and I believe patience is what I'm lack of.  I do think this kind of activity is part of art. Actually, I believe this kind of activity is part of magic, and I believe magic is part of art. This activity requires a lot of patience, a lot of preparations. The man sitting on the... The golden man has to be very patient, and he can","Where was this picture probably taken? What makes you think so? What is the box on the ground for? Have you ever seen this kind of activity before? Would you be interested in doing what the man in the middle of the picture is doing? Please explain. Do you think this activity is a kind of art? Please explain. If you still have time, please describe the picture in as much detail as you can.",0.7873,0.83997,1.93032,676.1936,0.0755882758390286,0.0,0,89.01
623010301065_200,HS-1731,5.0,/share/corpus/LTTC2023/HS-1731_sliced/623010301065_200.wav,"This picture is probably taken in Europe or America and this is just probably a plaza or some place downtown because there are some shops along the road. The box on the ground is for collecting money because the man which is portrayed as a statue, I think he's  performing kind of art and I have seen this kind of activity before but I am not interested in doing that because I can't stay in one position for so long and this kind of art well it's just he's trying to be a statue and he wouldn't move until you give him money and okay so the man is all covered in gold  paint and he's holding a gun and he I think he's trying to portray himself as a soldier well you can see other people shopping and well I think a pretty cool statue a pretty good","Where was this picture probably taken? What makes you think so? What is the box on the ground for? Have you ever seen this kind of activity before? Would you be interested in doing what the man in the middle of the picture is doing? Please explain. Do you think this activity is a kind of art? Please explain. If you still have time, please describe the picture in as much detail as you can.",0.7834,0.85597,2.11312,471.0272,0.0434828572108277,0.0,0,88.81
623010301067_200,HS-1731,4.0,/share/corpus/LTTC2023/HS-1731_sliced/623010301067_200.wav,"Okay, I think this okay, I think this picture is taken in an urban area because this guy in the middle of the picture is definitely a street performance and he's Making oh yeah, because you can only see the street performance in Taipei like in Taipei and Taichung and Kaohsiung You can't you can't really see them in Pingdong like some or other more rural  So basically I would say this is in an urban area. And I think the ground on the ground, the box on the ground is definitely for collecting money, for money he's performing so yeah he wants some money for his performance. And have you ever seen this kind of... Yeah I've seen it a lot in Taipei city and Xinyi district.  and xinyu district and xinyue bridge in banqiao and there are a lot more in taizhong and gaoxiong for sure yeah yeah i think this activity is kind of art because they're performing they're doing something special that people other people's can't so yeah they are this kind of art oh yeah this uh this is  Look","Where was this picture probably taken? What makes you think so? What is the box on the ground for? Have you ever seen this kind of activity before? Would you be interested in doing what the man in the middle of the picture is doing? Please explain. Do you think this activity is a kind of art? Please explain. If you still have time, please describe the picture in as much detail as you can.",0.7873,0.84121,2.20817,724.4107,0.2076844315596683,0.0,0,90.26
623010301069_200,HS-1731,3.5,/share/corpus/LTTC2023/HS-1731_sliced/623010301069_200.wav,I think this picture probably taken on the street and I think so because many people walked on it and it's very It's very hot and the box on the ground is for getting the money that that Street dancer is is putting and I seen this kind of activity before because I walk on Taipei Street every day and I  I will see many of street dancers or street to do this activity I will interested in what a man doing because he is taking a gun and just look handsome on it and I think this activity is kind of art because the type Taiwan is has many of this and it can just raise our art and  things finkings about it just like this I say I saw a children is taking a bicycle and some people are just buying water and many people chatting in front of store and they are restaurant look delish with wonderous and there are many there are many there are many buildings on,"Where was this picture probably taken? What makes you think so? What is the box on the ground for? Have you ever seen this kind of activity before? Would you be interested in doing what the man in the middle of the picture is doing? Please explain. Do you think this activity is a kind of art? Please explain. If you still have time, please describe the picture in as much detail as you can.",0.7813,0.86368,2.13519,767.5566,0.0956611763302456,0.0,0,89.69
623010301070_200,HS-1731,4.0,/share/corpus/LTTC2023/HS-1731_sliced/623010301070_200.wav,"I think this picture is taken at a foreign country street. I think it's a street activity. If some passengers give him some charges, the man will move and do some performance for him.  and I think the box on the ground is for that meant to collect the charge or coins. Yes, I think I have seen this kind of activity and I think if I have a chance I will want to try do this thing but I think it's only one time enough because  this activity is very tired and it's very difficult because you need to just stand there and can't move until someone give you money and I think this activity is kind of art because you need to prepare many things to act like that person like this person is for soldier and I have also seen","Where was this picture probably taken? What makes you think so? What is the box on the ground for? Have you ever seen this kind of activity before? Would you be interested in doing what the man in the middle of the picture is doing? Please explain. Do you think this activity is a kind of art? Please explain. If you still have time, please describe the picture in as much detail as you can.",0.8168,0.86069,1.92953,775.5969,0.12435112765437,0.0,0,89.77
623010301072_200,HS-1731,4.0,/share/corpus/LTTC2023/HS-1731_sliced/623010301072_200.wav,This picture is taken maybe in a market or a street market and this person is a street artist. He is doing his job and he shows everyone his creativity and his art. He put a box in front of him to  to get money for his performance. I have seen this kind of activity at Taipei 101 before and I love street artists because they are so creative and they surprise us all the time.  is taking a gun and he wears the costume and paint all his body gold. and paint all his body golden. I think maybe he is trying to express not to have a war.,"Where was this picture probably taken? What makes you think so? What is the box on the ground for? Have you ever seen this kind of activity before? Would you be interested in doing what the man in the middle of the picture is doing? Please explain. Do you think this activity is a kind of art? Please explain. If you still have time, please describe the picture in as much detail as you can.",0.7767,0.87681,2.11823,609.0462,0.0744333334048004,0.0,0,87.13
623010301074_200,HS-1731,4.0,/share/corpus/LTTC2023/HS-1731_sliced/623010301074_200.wav,"I think the picture was taken on the world side maybe in the European countries due to fancy houses on the world. It makes me think there are many tourist attractions like in France or some very touristy places.  I think the box on the ground is asking for money. Because when you see the man in the middle of the picture, I think he's doing some tricks. And the passengers around him say, oh, it's interesting, give him money.  in my market you see a lot of the person who act like this maybe like playing guitar or something you know and not just like this and playing guitar or do some tricks and you also can on steam yeah also you put some books in front of them and it adds so many and I think","Where was this picture probably taken? What makes you think so? What is the box on the ground for? Have you ever seen this kind of activity before? Would you be interested in doing what the man in the middle of the picture is doing? Please explain. Do you think this activity is a kind of art? Please explain. If you still have time, please describe the picture in as much detail as you can.",0.6909,0.80034,2.15491,511.4479,0.0234519685581913,0.0,0,89.28
623010301075_200,HS-1731,3.0,/share/corpus/LTTC2023/HS-1731_sliced/623010301075_200.wav,I think this picture is probably taken on street. And this man in the picture paint gold around her body and he is sitting in the stage with collecting money and I think this kind of person is called street artist.  showing herself with oddly weight or special expression.  in doing what the man is doing in the picture because it's weird and I will feel shy and shameful to do that. I think the man is doing this activity for collecting money and this activity might be showing herself on the street I guess. If I still have time then  I'm,"Where was this picture probably taken? What makes you think so? What is the box on the ground for? Have you ever seen this kind of activity before? Would you be interested in doing what the man in the middle of the picture is doing? Please explain. Do you think this activity is a kind of art? Please explain. If you still have time, please describe the picture in as much detail as you can.",0.8177,0.85634,2.01347,518.9077,0.1513221058602396,0.0,0,90.34
623010301076_200,HS-1731,4.5,/share/corpus/LTTC2023/HS-1731_sliced/623010301076_200.wav,"I think this picture is probably taken in a shopping plaza because there are stores and vendors and a lot of people who seem to be walking around and do window shopping or something. As for the box on the ground, it's of course for collecting money because the artist is doing a kind of body exhibition.  Yes, I have seen this kind of activity before in ATT fun. And yes, I'm interested because it's very interesting and fresh to me to stay in a certain movement and try to entertain people. And of course, this is a kind of art because they have to dress themselves up and behave like a statue. It's very interesting.  interesting for me. And for other things in the picture, I think there is a person with a bike that looks like a police officer. And there are... I think this place is probably taken in Europe because based on the passer's bike","Where was this picture probably taken? What makes you think so? What is the box on the ground for? Have you ever seen this kind of activity before? Would you be interested in doing what the man in the middle of the picture is doing? Please explain. Do you think this activity is a kind of art? Please explain. If you still have time, please describe the picture in as much detail as you can.",0.8014,0.83881,2.13757,629.572,0.1125642859044351,0.0,0,89.89
