speaker_id,form_id,grade,classification,asr_transcription,wav_path,prompt,example,confidence_score,acoustic_score,lm_score,pitch,intensity,pause(sec),silence(sec),duration(sec),wpm,total_num_word,level_1,level_2,level_3,seq_len,key1,key2,key3,key4,avg,all_avg_score,Threshold_Count
82020501034,IS_1764,4.5,1,"This might be a wedding because there are many people dressing very formally and many people is eating and drinking. And the woman in the middle of the picture is playing a violin and letting others to take a picture of her. I think it is proper to take this activity in this place because the space is big and everyone can take a picture of her. can come inside and eat, drink, chat with each other. The woman in the left is dressing in the red dress and black shoes. And the violinist is dressing in the black dress and taking a violin in her left hand. There is a waiter in the right part of the picture. The man besides the violinist is looking at the ground. There is also a man in white shirt in the right bottom of this picture. There are many people and everybody is chatting and some are taking pictures of the violinist. There are many meals on the tables. It looks like steak or something. from.",/share/corpus/LTTC2023/IS-1764_sliced/IS-1764_sliced/082020501034_300.wav,"Where was this picture probably taken? What makes you think so? What is the woman standing in the middle doing? Do you think it is suitable to host this kind of event here? Why? If you still have time, please describe what people are wearing and other details of this picture.","This looks like a restaurant because there's a big table and some chairs around it. There're also some plates and glasses of wine on the table. On the right, a waiter is serving some food. And the woman standing in the center is playing the violin. She must be very professional because all the guests are concentrating on her performance and some even took out their cell phones to record it. I think this kind of activity is suitable for this occasion because beautiful melodies not only make people feel happy, but increase their appetite! The musician is wearing a black wrap dress with splits and a pair of high heels. The female guest standing in front of her is wearing a bright orange dress, and most of the male guests are wearing shirts.",0.784,0.86797,2.97479,398.7429,0.0229949720864647,0.0,0.0,90.2,1.929,174,93.0,6.0,1.0,13,0.5888,0.5686,0.6,0.61403,0.59286,0.4979,8
82020501043,IS_1764,4.5,1,This photo was probably taken in a restaurant. A restaurant that you can have parties or other other celebrated events inside. There was a woman standing in the middle of the photo. She's in black dress and she's holding a violin. It seems like she's playing the violin for other people in that party. I think this place is good for parties because the lights were bright and the space was wide. There is a woman in red dress. She probably taking a photo of the woman that's playing the violin. They're probably celebrating for something. And there's a waiter at the back. It makes me know that this is a restaurant or Everyone was having a smile on their face. They were probably having a good time in the party.,/share/corpus/LTTC2023/IS-1764_sliced/IS-1764_sliced/082020501043_300.wav,"Where was this picture probably taken? What makes you think so? What is the woman standing in the middle doing? Do you think it is suitable to host this kind of event here? Why? If you still have time, please describe what people are wearing and other details of this picture.","This looks like a restaurant because there's a big table and some chairs around it. There're also some plates and glasses of wine on the table. On the right, a waiter is serving some food. And the woman standing in the center is playing the violin. She must be very professional because all the guests are concentrating on her performance and some even took out their cell phones to record it. I think this kind of activity is suitable for this occasion because beautiful melodies not only make people feel happy, but increase their appetite! The musician is wearing a black wrap dress with splits and a pair of high heels. The female guest standing in front of her is wearing a bright orange dress, and most of the male guests are wearing shirts.",0.8042,0.88385,3.82143,384.1438,0.0290281482403063,0.0,0.0,69.94,1.873,131,96.0,0.0,4.0,12,0.55185,0.58228,0.5742,0.63505,0.58585,0.5014,7
82031101002,IS_1764,2.5,0,This place is someone married and the middle of the maze is playing the violin. I think this place is very good to marry because can seat a lot of people. of people and it looks very expensive and they all wear They all wear very gentlemen's shirt.,/share/corpus/LTTC2023/IS-1764_sliced/IS-1764_sliced/082031101002_300.wav,"Where was this picture probably taken? What makes you think so? What is the woman standing in the middle doing? Do you think it is suitable to host this kind of event here? Why? If you still have time, please describe what people are wearing and other details of this picture.","This looks like a restaurant because there's a big table and some chairs around it. There're also some plates and glasses of wine on the table. On the right, a waiter is serving some food. And the woman standing in the center is playing the violin. She must be very professional because all the guests are concentrating on her performance and some even took out their cell phones to record it. I think this kind of activity is suitable for this occasion because beautiful melodies not only make people feel happy, but increase their appetite! The musician is wearing a black wrap dress with splits and a pair of high heels. The female guest standing in front of her is wearing a bright orange dress, and most of the male guests are wearing shirts.",0.8434,0.95482,5.61931,472.4119,0.0359881357526627,0.0,0.0,86.44,0.555,48,100.0,0.0,0.0,3,0.0,0.57165,0.6005,0.0,0.29304,0.5092,2
82031101010,IS_1764,4.5,1,As my point of view It is a banquet and there will there might be a wedding in it because there are look the building looks beautiful and the girl the lady stand the middle is I think that it she's the she's playing violin and I think that she's I think that playing violin in a wedding is good because she can show her skill and the people can listen to this pretty beautiful violin and I as myself the people in the picture looks very happy when they are listening the violinist It might be a night and they are enjoying the music very much. are,/share/corpus/LTTC2023/IS-1764_sliced/IS-1764_sliced/082031101010_300.wav,"Where was this picture probably taken? What makes you think so? What is the woman standing in the middle doing? Do you think it is suitable to host this kind of event here? Why? If you still have time, please describe what people are wearing and other details of this picture.","This looks like a restaurant because there's a big table and some chairs around it. There're also some plates and glasses of wine on the table. On the right, a waiter is serving some food. And the woman standing in the center is playing the violin. She must be very professional because all the guests are concentrating on her performance and some even took out their cell phones to record it. I think this kind of activity is suitable for this occasion because beautiful melodies not only make people feel happy, but increase their appetite! The musician is wearing a black wrap dress with splits and a pair of high heels. The female guest standing in front of her is wearing a bright orange dress, and most of the male guests are wearing shirts.",0.8219,0.90853,4.14148,576.6157,0.0439343948249414,0.0,0.0,90.28,1.196,108,96.0,2.0,2.0,2,0.0,0.4719,0.3882,0.0,0.21502,0.3996,0
82031101025,IS_1764,1.0,0,There is restaurant because there is food. The and then protect yourself and the community. you,/share/corpus/LTTC2023/IS-1764_sliced/IS-1764_sliced/082031101025_300.wav,"Where was this picture probably taken? What makes you think so? What is the woman standing in the middle doing? Do you think it is suitable to host this kind of event here? Why? If you still have time, please describe what people are wearing and other details of this picture.","This looks like a restaurant because there's a big table and some chairs around it. There're also some plates and glasses of wine on the table. On the right, a waiter is serving some food. And the woman standing in the center is playing the violin. She must be very professional because all the guests are concentrating on her performance and some even took out their cell phones to record it. I think this kind of activity is suitable for this occasion because beautiful melodies not only make people feel happy, but increase their appetite! The musician is wearing a black wrap dress with splits and a pair of high heels. The female guest standing in front of her is wearing a bright orange dress, and most of the male guests are wearing shirts.",0.0,0.92155,100.0,0.0,0.0,0.0,0.0,90.31,0.177,16,92.0,8.0,0.0,3,0.5962,0.3975,0.3988,0.0,0.34812,0.4104,0
82031101030,IS_1764,2.5,0,I think this is wedding conference because we see many people sit around the table and I think The woman stand in front of everybody is playing violin. And I think this is good to hold the campaign in here. and some people are taking pictures the woman playing violin and the waiters,/share/corpus/LTTC2023/IS-1764_sliced/IS-1764_sliced/082031101030_300.wav,"Where was this picture probably taken? What makes you think so? What is the woman standing in the middle doing? Do you think it is suitable to host this kind of event here? Why? If you still have time, please describe what people are wearing and other details of this picture.","This looks like a restaurant because there's a big table and some chairs around it. There're also some plates and glasses of wine on the table. On the right, a waiter is serving some food. And the woman standing in the center is playing the violin. She must be very professional because all the guests are concentrating on her performance and some even took out their cell phones to record it. I think this kind of activity is suitable for this occasion because beautiful melodies not only make people feel happy, but increase their appetite! The musician is wearing a black wrap dress with splits and a pair of high heels. The female guest standing in front of her is wearing a bright orange dress, and most of the male guests are wearing shirts.",0.8492,0.95496,5.27873,358.7624,0.0895854837651694,0.0,0.0,89.78,0.59,53,93.0,7.000000000000001,0.0,3,0.0,0.61945,0.5476,0.0,0.29176,0.5128,1
82031101033,IS_1764,2.0,0,I think this is restaurant because one when in the table The woman stand to play violin. I think this press can print these eight shirts because the prints look like very large some people with dress,/share/corpus/LTTC2023/IS-1764_sliced/IS-1764_sliced/082031101033_300.wav,"Where was this picture probably taken? What makes you think so? What is the woman standing in the middle doing? Do you think it is suitable to host this kind of event here? Why? If you still have time, please describe what people are wearing and other details of this picture.","This looks like a restaurant because there's a big table and some chairs around it. There're also some plates and glasses of wine on the table. On the right, a waiter is serving some food. And the woman standing in the center is playing the violin. She must be very professional because all the guests are concentrating on her performance and some even took out their cell phones to record it. I think this kind of activity is suitable for this occasion because beautiful melodies not only make people feel happy, but increase their appetite! The musician is wearing a black wrap dress with splits and a pair of high heels. The female guest standing in front of her is wearing a bright orange dress, and most of the male guests are wearing shirts.",0.8818,0.96776,6.03656,463.5048,0.0510953490644,0.0,0.0,89.87,0.412,37,100.0,0.0,0.0,2,0.0,0.5343,0.5679,0.0,0.27555,0.503,0
82031101039,IS_1764,5.0,1,"I think it might be wedding reception because everyone surround the table eating and laughing. It just like the wedding reception I came last time. And the girls stand in the middle are playing violins. I think this environment is quite proper for wedding reception because it's bright and everything looks quite right and everyone in this picture wears properly and there is a woman standing in the middle wearing black and playing violins and the woman stands left to her wears the red dress and there are a lot of people using their phone to take pictures of the women they are playing violin and some of them are eating, enjoy the meal and there are some stakes I think on the table And",/share/corpus/LTTC2023/IS-1764_sliced/IS-1764_sliced/082031101039_300.wav,"Where was this picture probably taken? What makes you think so? What is the woman standing in the middle doing? Do you think it is suitable to host this kind of event here? Why? If you still have time, please describe what people are wearing and other details of this picture.","This looks like a restaurant because there's a big table and some chairs around it. There're also some plates and glasses of wine on the table. On the right, a waiter is serving some food. And the woman standing in the center is playing the violin. She must be very professional because all the guests are concentrating on her performance and some even took out their cell phones to record it. I think this kind of activity is suitable for this occasion because beautiful melodies not only make people feel happy, but increase their appetite! The musician is wearing a black wrap dress with splits and a pair of high heels. The female guest standing in front of her is wearing a bright orange dress, and most of the male guests are wearing shirts.",0.8041,0.91768,3.24326,642.9918,0.0807031745623265,0.0,0.0,90.49,1.381,125,93.0,7.000000000000001,0.0,4,0.47285,0.66605,0.0,0.0,0.28472,0.4989,1
82031101047,IS_1764,4.5,1,"This might be a restaurant, like the really nice restaurant because there are dishes on the table. And this woman in the middle of the picture, she's playing a violin. Um, yes, because it's just normal. People just play the violin there. And she's... everyone here wears pretty formal clothes and looks pretty nice, like a wedding. like a really nice restaurant and I mean you can tell by the looks of the carpet and the chairs and all the clothings and the lights and everything like and the man holding an iPad over there And that women looks like the center of attention Like everyone's you everyone's taking photos are recording her like might maybe she's famous maybe Looks pretty looks serious you",/share/corpus/LTTC2023/IS-1764_sliced/IS-1764_sliced/082031101047_300.wav,"Where was this picture probably taken? What makes you think so? What is the woman standing in the middle doing? Do you think it is suitable to host this kind of event here? Why? If you still have time, please describe what people are wearing and other details of this picture.","This looks like a restaurant because there's a big table and some chairs around it. There're also some plates and glasses of wine on the table. On the right, a waiter is serving some food. And the woman standing in the center is playing the violin. She must be very professional because all the guests are concentrating on her performance and some even took out their cell phones to record it. I think this kind of activity is suitable for this occasion because beautiful melodies not only make people feel happy, but increase their appetite! The musician is wearing a black wrap dress with splits and a pair of high heels. The female guest standing in front of her is wearing a bright orange dress, and most of the male guests are wearing shirts.",0.794,0.90715,3.9649,793.7931,0.0324022223828015,0.0,0.0,90.17,1.375,124,92.0,4.0,4.0,6,0.5769,0.57098,0.0,0.0,0.28697,0.4831,3
82031101050,IS_1764,4.5,1,"I think this picture is talking about it's a dinner because there are some plates and the fruits on the plates so I can tell it's a dinner and outside is dark so it's dinner and the woman beside the woman in the center she was playing violin and of course this kind of place is suitable for her to play violin because music should be everything and there is no limitation for music Music can happen everywhere. very happy to listen to this music and someone is chatting with others and didn't pay attention at the music but it's okay because it's a dinner and it should be just casual and you can do whatever you want to do. And the woman in the center, she was playing a very famous song. the state.",/share/corpus/LTTC2023/IS-1764_sliced/IS-1764_sliced/082031101050_300.wav,"Where was this picture probably taken? What makes you think so? What is the woman standing in the middle doing? Do you think it is suitable to host this kind of event here? Why? If you still have time, please describe what people are wearing and other details of this picture.","This looks like a restaurant because there's a big table and some chairs around it. There're also some plates and glasses of wine on the table. On the right, a waiter is serving some food. And the woman standing in the center is playing the violin. She must be very professional because all the guests are concentrating on her performance and some even took out their cell phones to record it. I think this kind of activity is suitable for this occasion because beautiful melodies not only make people feel happy, but increase their appetite! The musician is wearing a black wrap dress with splits and a pair of high heels. The female guest standing in front of her is wearing a bright orange dress, and most of the male guests are wearing shirts.",0.8194,0.86699,3.30019,770.3872,0.0711345970056845,0.0,0.0,90.12,1.498,135,94.0,6.0,0.0,4,0.0,0.6263,0.4911,0.3841,0.37538,0.4683,1
82031101066,IS_1764,2.0,0,This is in a restaurant because everybody has a lot of dishes. The middle of the woman she is playing the violin. I think this place is very good to have this. this kind of music because you can eat something and hear music let's play violin woman she wear a black dress and the chair is a purple and white It's shiny. you,/share/corpus/LTTC2023/IS-1764_sliced/IS-1764_sliced/082031101066_300.wav,"Where was this picture probably taken? What makes you think so? What is the woman standing in the middle doing? Do you think it is suitable to host this kind of event here? Why? If you still have time, please describe what people are wearing and other details of this picture.","This looks like a restaurant because there's a big table and some chairs around it. There're also some plates and glasses of wine on the table. On the right, a waiter is serving some food. And the woman standing in the center is playing the violin. She must be very professional because all the guests are concentrating on her performance and some even took out their cell phones to record it. I think this kind of activity is suitable for this occasion because beautiful melodies not only make people feel happy, but increase their appetite! The musician is wearing a black wrap dress with splits and a pair of high heels. The female guest standing in front of her is wearing a bright orange dress, and most of the male guests are wearing shirts.",0.8215,0.95664,5.48546,688.2134,0.0183222221195816,0.0,0.0,90.04,0.711,64,97.0,3.0,0.0,5,0.6304,0.6922,0.5058,0.49,0.5796,0.4728,3
82031101075,IS_1764,3.0,0,"I think this is the restaurant. Because I can see the food and the beautiful river. And the middle of the woman is playing violin. I think in restaurant, if I in the restaurant, I would like to hear the violin. So I think this is This is very good In a restaurant every people just Just very interested in the middle school I Think they are happy You know In a restaurant every everyone wear it, formless. I think Berlin is beautiful.",/share/corpus/LTTC2023/IS-1764_sliced/IS-1764_sliced/082031101075_300.wav,"Where was this picture probably taken? What makes you think so? What is the woman standing in the middle doing? Do you think it is suitable to host this kind of event here? Why? If you still have time, please describe what people are wearing and other details of this picture.","This looks like a restaurant because there's a big table and some chairs around it. There're also some plates and glasses of wine on the table. On the right, a waiter is serving some food. And the woman standing in the center is playing the violin. She must be very professional because all the guests are concentrating on her performance and some even took out their cell phones to record it. I think this kind of activity is suitable for this occasion because beautiful melodies not only make people feel happy, but increase their appetite! The musician is wearing a black wrap dress with splits and a pair of high heels. The female guest standing in front of her is wearing a bright orange dress, and most of the male guests are wearing shirts.",0.7812,0.91783,5.58699,468.0582,0.0175744186312523,0.0,0.0,79.9,1.039,83,100.0,0.0,0.0,6,0.57015,0.7612,0.53013,0.0,0.46537,0.4899,3
82031701018,IS_1764,2.5,0,"This place is a restaurant like French restaurant. People... The woman stand in center, she plays violin. And I think this place is great. to play violin in here because this is very very great yes so i think she's in here plays violin is violin is very Very interesting In this restaurant everybody dress Everybody dress their traits We're the trace suit And everybody",/share/corpus/LTTC2023/IS-1764_sliced/IS-1764_sliced/082031701018_300.wav,"Where was this picture probably taken? What makes you think so? What is the woman standing in the middle doing? Do you think it is suitable to host this kind of event here? Why? If you still have time, please describe what people are wearing and other details of this picture.","This looks like a restaurant because there's a big table and some chairs around it. There're also some plates and glasses of wine on the table. On the right, a waiter is serving some food. And the woman standing in the center is playing the violin. She must be very professional because all the guests are concentrating on her performance and some even took out their cell phones to record it. I think this kind of activity is suitable for this occasion because beautiful melodies not only make people feel happy, but increase their appetite! The musician is wearing a black wrap dress with splits and a pair of high heels. The female guest standing in front of her is wearing a bright orange dress, and most of the male guests are wearing shirts.",0.8245,0.93418,5.57732,380.0647,0.0083917808457443,29.41,13.65,89.55,0.726,65,97.0,3.0,0.0,5,0.606,0.58615,0.5127,0.0,0.42621,0.4698,3
